chr	pos
UNC18555204	10	100.708991
UNC18556132	10	100.777321
UNC18557199	10	100.842014
UNC18559413	10	100.979103
UNC18560263	10	101.033051
UNC18562362	10	101.167564
UNC100316983	10	101.407247
UNC18583438	10	102.470556
UNC18588116	10	102.772248
UNC100116903	10	102.775618
UNC100117633	10	103.087145
JAX00021733	10	103.145574
backupUNC100118069	10	103.158374
UNC18594426	10	103.182034
UNC18595171	10	103.241735
JAX00021742	10	103.254008
UNC18596294	10	103.305532
UNC18597149	10	103.364318
UNC18597179	10	103.366255
UNC18598970	10	103.467996
UNC18603462	10	103.745373
UNC100119049	10	103.827495
UNC18614374	10	104.469375
JAX00297736	10	104.503624
UNC18619300	10	104.807932
UNC100121177	10	104.954524
UNC18625298	10	105.202062
UNC18635617	10	105.771074
backupJAX00021946	10	106.030562
UNC18641848	10	106.204332
UNC100122470	10	106.636768
UNC18648045	10	106.637201
UNC18655902	10	107.082383
UNC18659602	10	107.360917
UNC100187548	10	107.483788
UNC18663316	10	107.578171
UNC18664354	10	107.633535
UNC18668289	10	107.860747
UNC18669251	10	107.914073
UNC18670448	10	107.988178
UNC18673398	10	108.203934
JAX00298355	10	108.209426
JAX00298356	10	108.212959
UNC18673880	10	108.254483
JAX00022117	10	108.298882
UNC18676132	10	108.412205
UNC18678046	10	108.525061
UNC100125880	10	108.538619
UNC18679019	10	108.581993
UNC18680039	10	108.657498
UNC18680103	10	108.665165
UNC18681854	10	108.808806
UNC18732695	10	112.345748
JAX00299058	10	112.358429
UNC18760835	10	114.380405
UNC_rs51786055	10	114.394639
UNC18764786	10	114.601879
UNC18771926	10	115.061475
UNC18772249	10	115.080681
UNC100129845	10	116.711414
UNC18801772	10	117.076006
backupJAX00299792	10	117.10757
UNC18802191	10	117.147781
UNC18803467	10	117.240001
UNC18804031	10	117.298114
UNC18804972	10	117.366312
JAX00299828	10	117.36853
UNC18805053	10	117.3763
UNC18806716	10	117.459253
JAX00299852	10	117.459963
UNC18806849	10	117.466317
UNC18807186	10	117.496335
UNC18807610	10	117.519699
UNC18808038	10	117.548233
UNC18810687	10	117.801088
UNC18811537	10	117.895558
UNC18811745	10	117.911991
JAX00299917	10	117.96301
JAX00299922	10	117.967113
UNC18812962	10	117.994279
UNC18813119	10	118.008232
UNC18814041	10	118.061015
UNC100131318	10	118.080583
UNC18816027	10	118.15191
UNC18819051	10	118.48648
backupUNC100132453	10	118.492337
UNC18819210	10	118.502669
JAX00022883	10	118.519687
UNC18820013	10	118.541172
UNC18820326	10	118.556775
UNC18820553	10	118.568106
JAX00300068	10	118.630889
UNC18822677	10	118.675807
UNC18843253	10	119.938711
JAX00022989	10	119.942009
UNC18843813	10	119.970925
UNC18844462	10	120.012067
UNC18844677	10	120.024109
UNC18844904	10	120.042696
UNC18845355	10	120.066603
UNC18846314	10	120.124055
UNC18846614	10	120.142306
UNC18847088	10	120.167739
UNC18847910	10	120.218486
UNC18848857	10	120.283947
UNC18849001	10	120.293704
JAX00300414	10	120.339332
UNC18849767	10	120.355701
UNC18849961	10	120.372592
UNC18851536	10	120.51865
JAX00023032	10	120.528396
UNC18852556	10	120.588113
UNC18853599	10	120.675226
UNC18858283	10	121.04075
UNC18859857	10	121.151925
UNC18860552	10	121.194885
JAX00300550	10	121.229924
UNC18861122	10	121.230012
JAX00300565	10	121.262979
UNC18863135	10	121.328184
UNC18891985	10	123.023172
UNC18892353	10	123.054949
JAX00301038	10	123.062433
UNC18892945	10	123.095562
UNC18893402	10	123.132677
JAX00301069	10	123.170277
UNC18894943	10	123.234668
UNC18898072	10	123.432504
JAX00301157	10	123.441295
UNC18898421	10	123.456871
UNC18899775	10	123.53767
UNC101378698	10	123.555644
UNC18901014	10	123.605398
JAX00023266	10	123.64009
UNC18902983	10	123.719372
JAX00301227	10	123.729033
UNC18905760	10	123.913075
UNC18906281	10	123.951015
UNC18906603	10	123.972618
JAX00023322	10	124.370033
JAX00023365	10	124.963257
UNC18920326	10	124.9757
backupJAX00023386	10	125.260155
UNC18925693	10	125.281409
UNC18926647	10	125.328761
UNC18939302	10	126.081366
UNC18941352	10	126.196944
UNC18942587	10	126.276547
UNC18942859	10	126.293635
UNC18944007	10	126.353795
UNC18951622	10	126.803802
UNC_rs29354528	10	126.804016
UNC18952537	10	126.853313
JAX00301986	10	126.864771
backupUNC100148036	10	126.876579
UNC18953235	10	126.898865
JAX00302006	10	126.91023
JAX00302054	10	127.022185
UNC18955704	10	127.062726
UNC18955855	10	127.084539
UNC18956273	10	127.119491
JAX00023538	10	127.262056
UNC18958974	10	127.350925
UNC18959218	10	127.374416
JAX00302150	10	127.406177
UNC18959631	10	127.411392
UNC18960601	10	127.51345
UNC18961127	10	127.559981
UNC18961845	10	127.613309
JAX00302235	10	127.636754
UNC18962046	10	127.644256
UNC18963539	10	127.808093
UNC18963815	10	127.847522
UNC18963890	10	127.857129
UNC100149421	10	127.860727
JAX00023603	10	128.153162
UNC100167584	10	128.21252
JAX00302371	10	128.283501
UNC18969560	10	128.382937
backupUNC100150076	10	128.434094
JAX00023752	10	130.16361
UNC18985295	10	130.173711
JAX00197189	11	4.28509
UNC18996386	11	4.341562
UNC110238232	11	4.353015
JAX00023875	11	4.35462
UNC18997021	11	4.427804
UNC18997498	11	4.490621
UNC18997702	11	4.517081
UNC18998019	11	4.554799
JAX00302821	11	4.63738
UNC18998637	11	4.646968
UNC18999268	11	4.718725
UNC18999824	11	4.784489
UNC19001887	11	4.993641
UNC19002226	11	5.027177
JAX00023924	11	5.030237
UNC19002506	11	5.055719
UNC19002666	11	5.08898
UNC19003210	11	5.157531
UNC19003496	11	5.192132
UNC19003648	11	5.206559
JAX00023949	11	5.360959
JAX00302962	11	5.400374
UNC19004988	11	5.42878
UNC19005332	11	5.468293
UNC19005983	11	5.534147
UNC19006176	11	5.563235
JAX00302993	11	5.589617
JAX00302996	11	5.605438
UNC19007335	11	5.646058
UNC19008219	11	5.728194
UNC19009427	11	5.844127
UNC19010021	11	5.900135
JAX00303069	11	6.015438
UNC19011636	11	6.107377
UNC19011743	11	6.128499
UNC19020728	11	7.062134
backupJAX00303322	11	7.088396
JAX00303381	11	7.359184
UNC19033721	11	7.990728
UNC19042369	11	8.562458
UNC19047694	11	8.874148
UNC19048306	11	8.903994
UNC19049919	11	8.997013
UNC19050294	11	9.019271
UNC19050597	11	9.032629
UNC19053972	11	9.271145
UNC19054409	11	9.310954
UNC19055180	11	9.355827
UNC19055538	11	9.394088
backupUNC110245369	11	9.439964
UNC19060097	11	9.683215
UNC19065101	11	9.967058
JAX00303880	11	10.068545
UNC19067793	11	10.104613
UNC19076846	11	10.70869
UNC19079544	11	10.902679
UNC19081256	11	11.031963
UNC19082169	11	11.113177
backupUNC110247845	11	11.133278
UNC19082590	11	11.152439
UNC19086518	11	11.43213
UNC19087483	11	11.492998
UNC19087916	11	11.525458
UNC19091458	11	11.799207
JAX00024433	11	11.842432
UNC19094198	11	12.055818
UNC19094776	11	12.109467
UNC19098824	11	12.462567
UNC19099824	11	12.527597
JAX00304255	11	12.764324
JAX00304273	11	12.873253
UNC110015701	11	12.885661
UNC19104645	11	12.887531
UNC19105478	11	12.983134
UNC19106398	11	13.041068
UNC110016407	11	13.080369
UNC19107993	11	13.119179
UNC19109203	11	13.200991
JAX00304337	11	13.225093
UNC19110472	11	13.266352
backupUNC110250267	11	13.335785
UNC19111907	11	13.369723
UNC19113167	11	13.452174
UNC19114033	11	13.500314
UNC19114511	11	13.540248
JAX00304401	11	13.611314
UNC19117846	11	13.766235
UNC19124782	11	14.251672
UNC19127275	11	14.38035
UNC19129775	11	14.511309
UNC19134675	11	14.804049
backupJAX00024664	11	14.972187
UNC19139113	11	15.039277
UNC19139554	11	15.071623
UNC19142213	11	15.322101
JAX00304622	11	15.490763
UNC19147838	11	15.609419
UNC19148214	11	15.64292
UNC19149371	11	15.716314
UNC19151430	11	15.852179
JAX00024734	11	15.936526
UNC110197386	11	15.946346
UNC19152886	11	15.955937
UNC19157089	11	16.257227
backupUNC110256652	11	16.268365
JAX00024761	11	16.285619
UNC19158627	11	16.397095
JAX00024782	11	16.551045
UNC19161287	11	16.551974
JAX00024785	11	16.606837
UNC19162190	11	16.619041
UNC19163351	11	16.687371
JAX00304794	11	16.696696
JAX00304818	11	16.789821
JAX00024799	11	16.800843
UNC19165231	11	16.820605
JAX00024802	11	16.845023
UNC19166351	11	16.897266
UNC19166753	11	16.929792
UNC19168123	11	17.030469
UNC19168227	11	17.037734
UNC19168786	11	17.071967
UNC19169463	11	17.126473
UNC19169985	11	17.158536
UNC19170374	11	17.186308
UNC19170651	11	17.208941
UNC19171195	11	17.245316
backupUNC110020994	11	17.492855
UNC19175925	11	17.611424
UNC19176153	11	17.631988
UNC19176963	11	17.692844
UNC19177151	11	17.70303
JAX00024868	11	17.713806
UNC19178767	11	17.807386
UNC19179915	11	17.856692
UNC19180554	11	17.89874
UNC19180640	11	17.903838
UNC19181047	11	17.93698
JAX00024885	11	17.951112
UNC19181240	11	17.954242
UNC19181711	11	17.981197
UNC110024509	11	18.006419
UNC19182694	11	18.053562
UNC19183450	11	18.101095
JAX00024896	11	18.104834
UNC19183672	11	18.122441
UNC19183946	11	18.14245
JAX00024901	11	18.165082
UNC19184211	11	18.16841
UNC19184595	11	18.199431
UNC19184902	11	18.217056
UNC19185527	11	18.270123
UNC19185966	11	18.296073
UNC19186195	11	18.316552
UNC19186360	11	18.326717
JAX00305075	11	18.358464
UNC19186816	11	18.362738
UNC19187833	11	18.428135
UNC19188115	11	18.450149
UNC19189073	11	18.495601
UNC19189519	11	18.533106
UNC19190246	11	18.578063
JAX00305110	11	18.584532
UNC19190327	11	18.587086
UNC19191236	11	18.657599
JAX00305137	11	18.690602
UNC19192485	11	18.760816
JAX00305157	11	18.766005
UNC19192769	11	18.794129
UNC19193191	11	18.828907
UNC19193689	11	18.854708
UNC19194096	11	18.899185
UNC19194238	11	18.914058
UNC19194490	11	18.939232
JAX00305187	11	18.945639
UNC19194670	11	18.955442
UNC19195103	11	18.991373
UNC19195328	11	19.015448
UNC19195626	11	19.041075
JAX00305220	11	19.179437
UNC19203716	11	19.645047
UNC19209685	11	20.038584
UNC19210961	11	20.107586
UNC19214924	11	20.338046
backupUNC110435199	11	20.357174
JAX00305554	11	20.770504
UNC110034761	11	20.979417
UNC19235033	11	21.934173
UNC19235911	11	22.024026
backupUNC110035540	11	22.13734
JAX00305747	11	22.368757
UNC19240499	11	22.48005
backupUNC110439076	11	22.909303
UNC19246893	11	22.931441
UNC19248706	11	23.076977
UNC19258918	11	24.12267
JAX00305978	11	24.136995
UNC19260963	11	24.306103
JAX00306029	11	24.326461
UNC19262513	11	24.424777
UNC19263080	11	24.486409
UNC19264210	11	24.566823
UNC19264343	11	24.574479
UNC19265057	11	24.630995
JAX00306133	11	24.748537
UNC19268463	11	24.945213
UNC19279150	11	25.858406
UNC19282079	11	26.08696
JAX00025495	11	26.177437
UNC19283369	11	26.190061
backuprs49992467	11	26.448521
UNC19287252	11	26.486005
UNC19287777	11	26.520701
UNC19288276	11	26.550944
UNC110038256	11	26.586367
JAX00187473	11	26.596638
JAX00306436	11	26.637898
UNC19291863	11	26.905181
UNC110039374	11	26.956304
JAX00306482	11	26.97579
UNC19313696	11	28.43042
JAX00306649	11	28.504246
UNC19314886	11	28.537787
UNC19315372	11	28.573554
UNC19316474	11	28.638264
UNC110296583	11	28.661144
UNC19318156	11	28.815946
JAX00306700	11	29.03692
JAX00306707	11	29.163161
UNC110444776	11	29.178247
UNC19321759	11	29.182132
UNC19321978	11	29.214771
JAX00306714	11	29.268013
UNC19322866	11	29.318982
backupUNC110303471	11	29.646541
UNC19326719	11	29.721084
JAX00306788	11	29.752874
UNC19330661	11	30.086711
JAX00025784	11	30.124371
UNC19490343	11	42.274404
UNC19490907	11	42.33063
UNC19492405	11	42.440823
UNC19495694	11	42.65572
UNC19499155	11	42.845897
UNC19502013	11	43.036802
UNC110329284	11	43.10766
UNC19503210	11	43.134319
UNC19503543	11	43.156227
UNC19504054	11	43.19637
UNC19505233	11	43.267147
JAX00026759	11	43.278103
UNC19506291	11	43.337257
UNC19508470	11	43.479934
UNC110057122	11	43.632471
UNC19511097	11	43.633011
JAX00026786	11	43.637676
UNC19512321	11	43.747416
UNC19513792	11	43.851371
UNC19513978	11	43.873623
UNC19515026	11	43.931553
UNC19519570	11	44.202326
JAX00026829	11	44.20812
UNC19519822	11	44.220498
UNC110060364	11	44.880402
UNC19532798	11	45.134744
UNC19535377	11	45.323777
UNC19540253	11	45.639269
UNC19543169	11	45.870931
UNC19546471	11	46.122959
UNC19551767	11	46.457366
UNC19552309	11	46.491884
UNC19553422	11	46.57311
UNC19554276	11	46.621405
UNC19555854	11	46.697304
UNC19557571	11	46.81392
UNC19558006	11	46.842519
UNC19558695	11	46.874276
JAX00310051	11	46.924228
UNC19559528	11	46.925013
UNC19560905	11	47.00051
JAX00310068	11	47.057236
UNC19561931	11	47.063907
backupUNC110065767	11	47.071245
UNC19562350	11	47.081926
UNC19562568	11	47.100743
JAX00310091	11	47.189043
UNC19564238	11	47.190588
UNC19565067	11	47.242544
UNC19565426	11	47.277258
UNC110464797	11	47.299229
UNC19592548	11	49.851573
JAX00027245	11	49.859822
UNC19593056	11	49.899455
UNC19593162	11	49.914813
UNC19593251	11	49.924477
JAX00027255	11	49.976548
UNC19594486	11	49.9947
UNC19594820	11	50.013312
UNC19597084	11	50.211988
UNC19598002	11	50.303089
JAX00027279	11	50.307304
UNC19599722	11	50.449985
UNC19599795	11	50.454078
JAX00310615	11	50.587089
UNC19602058	11	50.594299
JAX00027311	11	50.731536
JAX00027312	11	50.74823
UNC19604855	11	50.78457
UNC19607785	11	50.949117
UNC19611997	11	51.215284
UNC19612483	11	51.252871
UNC19613599	11	51.329446
UNC19614765	11	51.40441
JAX00027366	11	51.465703
UNC19615981	11	51.47038
UNC19616943	11	51.521899
backupUNC110898756	11	51.563447
UNC19618247	11	51.627137
UNC19618355	11	51.638993
JAX00310879	11	51.6819
UNC19619972	11	51.794597
JAX00027401	11	51.936487
UNC19622025	11	51.937335
UNC19622456	11	51.969377
UNC19622751	11	52.003501
UNC19623138	11	52.045443
JAX00310931	11	52.046794
UNC19623359	11	52.057582
UNC19624762	11	52.239639
UNC19625588	11	52.321995
backupUNC111368672	11	52.33638
UNC19626128	11	52.360306
UNC19627169	11	52.426595
JAX00027445	11	52.520308
UNC19628489	11	52.535507
UNC19629942	11	52.638483
UNC19630904	11	52.709566
backupJAX00311063	11	52.781479
UNC19632266	11	52.804415
UNC19633072	11	52.850444
UNC19633403	11	52.87096
UNC19633931	11	52.90851
JAX00311111	11	52.940479
UNC19634680	11	52.957786
UNC19636063	11	53.047732
UNC19636720	11	53.086982
UNC19638559	11	53.202641
UNC19640018	11	53.382921
JAX00027514	11	53.446281
UNC19641350	11	53.505664
UNC19643480	11	53.624568
UNC19644168	11	53.693398
UNC19649084	11	54.061644
UNC19649916	11	54.121831
backupUNC110067186	11	54.184916
JAX00027570	11	54.19621
JAX00027579	11	54.316122
UNC19652648	11	54.318773
UNC110202393	11	54.349058
UNC19653277	11	54.358785
UNC19655059	11	54.543049
UNC19658019	11	54.905587
UNC19658646	11	54.951746
UNC19659484	11	55.007562
UNC19660791	11	55.081246
UNC19661118	11	55.106107
backupUNC110068921	11	55.263309
UNC19665016	11	55.395239
UNC19666221	11	55.464345
UNC19666435	11	55.48949
UNC19667803	11	55.570951
JAX00027676	11	55.604659
UNC19669267	11	55.663284
JAX00027685	11	55.722703
UNC19670750	11	55.768891
JAX00027692	11	55.815812
UNC19671966	11	55.852927
UNC110202694	11	55.917583
UNC19675399	11	56.072025
UNC19676129	11	56.103467
UNC19676708	11	56.126277
UNC19678196	11	56.213228
JAX00311806	11	56.276376
JAX00311815	11	56.286267
UNC19680921	11	56.375681
UNC110071834	11	56.425291
UNC19684381	11	56.582191
backupUNC111430357	11	56.673506
UNC19686553	11	56.716831
backupUNC110470881	11	56.925017
UNC19696981	11	57.308743
JAX00312065	11	57.309137
UNC19697477	11	57.33949
JAX00312084	11	57.370092
JAX00312085	11	57.370198
UNC19698086	11	57.386219
UNC19698214	11	57.394527
UNC19699049	11	57.443766
UNC19700603	11	57.519395
UNC19701214	11	57.54907
UNC19701910	11	57.591836
JAX00027825	11	57.607815
UNC19703025	11	57.66537
UNC19703443	11	57.691169
UNC19703957	11	57.72173
UNC110077264	11	57.745441
UNC19704874	11	57.760615
UNC19706101	11	57.837414
UNC19707241	11	57.930273
UNC19708423	11	58.011403
JAX00027860	11	58.103448
UNC19710298	11	58.195585
UNC19711009	11	58.2582
UNC19711548	11	58.29683
UNC19712565	11	58.394848
UNC19713241	11	58.436861
UNC19714065	11	58.50127
backupUNC110945346	11	58.595448
JAX00312355	11	58.630143
UNC19716130	11	58.646072
UNC19718579	11	58.782425
backupUNC110087516	11	58.901501
UNC19722060	11	58.965404
JAX00312408	11	58.997188
UNC19722711	11	59.013004
UNC110088427	11	59.019724
UNC19724659	11	59.118118
UNC19725928	11	59.206745
JAX00312461	11	59.23726
UNC19737766	11	60.092922
UNC19739124	11	60.271599
UNC19739716	11	60.316263
UNC19740690	11	60.385812
UNC19741120	11	60.445374
JAX00028040	11	60.520614
UNC19742160	11	60.532148
UNC19745395	11	60.922903
UNC19748620	11	61.155087
UNC19749044	11	61.18983
UNC19750137	11	61.266135
JAX00312934	11	61.316436
UNC110091968	11	61.324742
UNC19751074	11	61.327028
JAX00313230	11	62.66706
UNC19766328	11	62.667792
JAX00313237	11	62.699921
UNC19767134	11	62.708014
UNC19767676	11	62.743698
UNC19768602	11	62.807246
UNC19769330	11	62.853604
UNC19770064	11	62.8972
UNC19770556	11	62.923355
UNC19771585	11	62.99646
UNC110346139	11	63.011834
UNC19772429	11	63.049979
UNC19772924	11	63.098114
JAX00028228	11	63.102125
UNC19773252	11	63.125939
JAX00313384	11	63.222131
UNC19774852	11	63.223266
UNC19774957	11	63.227978
JAX00313553	11	63.94467
UNC19786190	11	63.948216
UNC19786744	11	63.990453
UNC19787063	11	64.010705
UNC19788308	11	64.097349
JAX00313579	11	64.125001
UNC19788746	11	64.128826
JAX00028306	11	64.133403
UNC19790050	11	64.204526
UNC19791154	11	64.25816
JAX00313631	11	64.267511
JAX00313652	11	64.296598
UNC19791980	11	64.306352
UNC19793325	11	64.368265
UNC19794051	11	64.412444
UNC19794401	11	64.440621
UNC19795140	11	64.487594
UNC19795568	11	64.511604
UNC19795884	11	64.530151
UNC19796517	11	64.57652
UNC19797514	11	64.634943
UNC19798007	11	64.661232
UNC19798339	11	64.680151
JAX00028350	11	64.738915
UNC19800836	11	64.825456
UNC19801560	11	64.875207
JAX00313763	11	64.881173
UNC19803192	11	64.963502
UNC19806599	11	65.141457
UNC19807047	11	65.170306
JAX00313849	11	65.22277
UNC19810329	11	65.375339
UNC19812789	11	65.552498
UNC19814619	11	65.671902
backupUNC110536620	11	65.756786
UNC19816795	11	65.862033
UNC110537357	11	66.049215
UNC19822163	11	66.256825
UNC19822264	11	66.261198
UNC110098651	11	66.357303
UNC19824138	11	66.392933
JAX00028484	11	66.513693
UNC19828455	11	66.719934
UNC19828979	11	66.754914
UNC19829824	11	66.809929
UNC19832501	11	66.971278
JAX00028525	11	67.063636
UNC19835870	11	67.196921
UNC19839120	11	67.369407
JAX00314237	11	67.396727
UNC19840402	11	67.435102
UNC19841924	11	67.533077
JAX00028564	11	67.564947
UNC19842658	11	67.574263
UNC19843589	11	67.631851
JAX00028576	11	67.728126
UNC19845480	11	67.73511
UNC110102175	11	67.741211
UNC19846087	11	67.765189
UNC19855720	11	68.42254
UNC19858225	11	68.585052
UNC19862560	11	68.914739
UNC19862914	11	68.932957
JAX00028679	11	69.110051
UNC19864902	11	69.112988
UNC19865216	11	69.143964
JAX00314697	11	69.739763
UNC19871311	11	69.759208
UNC19871625	11	69.8262
UNC19871847	11	69.856086
UNC19874455	11	70.155765
UNC19876849	11	70.384196
UNC19878071	11	70.520809
backupUNC110105518	11	70.565593
UNC19878683	11	70.589721
UNC19879164	11	70.646418
UNC19879764	11	70.716535
UNC19880825	11	70.808812
UNC19881356	11	70.844151
UNC19881509	11	70.868486
UNC19881807	11	70.898695
UNC19881996	11	70.925669
UNC19882247	11	70.962063
UNC19882609	11	70.991086
UNC19882781	11	71.014258
JAX00028823	11	71.040023
JAX00028824	11	71.040227
UNC19883178	11	71.0485
UNC19883524	11	71.07667
UNC19883666	11	71.110104
UNC19883785	11	71.131322
UNC19884170	11	71.163731
UNC19886457	11	71.296878
UNC19886714	11	71.318064
UNC19886967	11	71.331104
JAX00028848	11	71.361233
UNC19887436	11	71.366826
UNC19887768	11	71.39927
UNC110206334	11	72.556476
UNC19904688	11	72.977843
JAX00315264	11	73.095454
JAX00315275	11	73.124393
UNC19907040	11	73.246299
UNC19907460	11	73.280355
UNC19915462	11	74.180268
UNC19920097	11	74.622292
UNC19921245	11	74.746864
UNC110228092	11	74.747405
UNC19921953	11	74.814444
UNC19922360	11	74.871795
UNC19925918	11	75.303269
backupUNC110113062	11	75.311868
UNC19927796	11	75.469392
UNC19928810	11	75.56386
backupJAX00029149	11	75.753927
JAX00029179	11	76.169847
backupJAX00029181	11	76.175812
UNC19936100	11	76.228132
UNC19938328	11	76.421699
UNC19939072	11	76.475351
JAX00315701	11	76.482122
UNC110114767	11	76.580525
UNC19940908	11	76.60906
UNC19943114	11	76.760175
UNC19944458	11	76.882348
UNC19945903	11	77.010556
UNC110115344	11	77.02237
backupJAX00029408	11	79.202374
UNC19969974	11	79.349507
JAX00029420	11	79.354717
JAX00316047	11	79.387816
UNC19971104	11	79.466106
UNC19971248	11	79.488492
UNC19971439	11	79.513249
UNC19971740	11	79.566704
UNC19973519	11	79.70473
UNC19973980	11	79.749189
UNC19974300	11	79.773321
JAX00029451	11	79.773789
UNC19974582	11	79.793796
UNC19975379	11	79.854244
UNC19976684	11	79.94869
UNC19976945	11	79.965787
UNC19979260	11	80.194162
UNC19979957	11	80.257422
UNC19981541	11	80.409062
JAX00316201	11	80.506473
UNC19982271	11	80.509645
JAX00316215	11	80.617602
JAX00316240	11	80.755756
UNC19985240	11	80.762823
JAX00029527	11	80.803525
UNC19986867	11	80.883847
JAX00029595	11	81.70168
UNC20066219	11	87.748713
UNC110124839	11	87.754074
UNC20067546	11	87.857447
UNC20068486	11	87.924758
UNC20070077	11	88.017048
JAX00030071	11	88.044579
UNC110360237	11	88.221438
JAX00030090	11	88.285892
UNC20074120	11	88.292855
UNC20074772	11	88.337207
JAX00317503	11	88.376476
UNC20075505	11	88.402458
UNC20077026	11	88.498871
backupUNC110131141	11	88.516317
JAX00030111	11	88.568878
UNC20079309	11	88.67045
UNC20082331	11	88.907547
UNC20082484	11	88.921751
UNC20082690	11	88.933542
UNC20083028	11	88.948617
UNC20083354	11	88.962227
UNC20083499	11	88.974332
UNC20083590	11	88.981351
UNC20083780	11	88.996117
UNC20084053	11	89.015907
UNC20084364	11	89.034073
JAX00030148	11	89.068158
UNC110136152	11	89.105358
UNC20085685	11	89.124579
UNC20085758	11	89.13091
UNC20086076	11	89.149716
UNC20086239	11	89.157229
UNC20086564	11	89.178479
UNC20087034	11	89.209745
UNC20087256	11	89.228333
UNC20087440	11	89.238487
UNC20087585	11	89.249982
UNC20087745	11	89.264152
UNC20087869	11	89.273194
JAX00030165	11	89.28146
UNC20088015	11	89.287964
UNC20088171	11	89.303574
UNC20088329	11	89.315185
UNC20088477	11	89.329784
UNC20088690	11	89.341996
UNC20088858	11	89.349703
UNC20089111	11	89.366021
UNC20089267	11	89.377448
UNC20089457	11	89.392599
UNC20089709	11	89.406374
UNC20089855	11	89.418021
UNC20089967	11	89.426385
UNC20090260	11	89.444908
UNC20090416	11	89.459985
UNC20090524	11	89.470464
UNC20090679	11	89.480184
JAX00317713	11	89.483274
UNC20090864	11	89.498456
UNC20091186	11	89.522378
UNC20091523	11	89.537047
UNC20091679	11	89.55189
JAX00317732	11	89.568919
UNC20091844	11	89.569393
UNC20092114	11	89.582991
UNC20092603	11	89.610996
UNC20092753	11	89.617588
UNC20093283	11	89.649163
UNC20093627	11	89.674295
UNC110542920	11	89.677151
UNC20093954	11	89.694672
UNC20094220	11	89.714311
UNC20094332	11	89.725499
UNC20094595	11	89.741539
UNC20095586	11	89.802581
UNC20095871	11	89.821251
UNC20095971	11	89.828207
UNC20096190	11	89.841601
UNC20096381	11	89.855144
UNC20096791	11	89.883811
UNC20096934	11	89.893216
UNC20096985	11	89.901355
UNC20097088	11	89.914903
UNC20097636	11	89.955307
UNC20097781	11	89.969557
UNC20098492	11	90.005224
UNC20099016	11	90.033534
backupUNC110145177	11	90.142508
UNC20102972	11	90.256096
UNC20104123	11	90.320236
UNC20106934	11	90.493465
UNC110146264	11	90.565731
JAX00317950	11	90.572652
UNC20108076	11	90.572752
UNC20111092	11	90.735315
UNC20112546	11	90.826685
UNC20113122	11	90.863247
UNC20114197	11	90.942203
UNC20115619	11	91.045623
UNC20116563	11	91.091162
JAX00030305	11	91.164319
UNC20118194	11	91.170659
UNC20122123	11	91.378596
JAX00318128	11	91.462026
UNC20123823	11	91.478045
backupUNC111490015	11	91.582479
UNC20128412	11	91.74932
UNC20129677	11	91.801706
UNC20131165	11	91.882165
UNC111137143	11	91.893486
JAX00318230	11	91.932388
JAX00318237	11	91.94466
UNC20132412	11	91.944849
UNC20138681	11	92.401372
UNC20139102	11	92.438699
JAX00318311	11	92.606779
UNC20144393	11	92.767435
UNC20147497	11	92.978381
UNC20148015	11	93.017462
UNC20149196	11	93.105261
UNC20152048	11	93.290156
UNC20153702	11	93.382394
UNC20154653	11	93.43468
JAX00318573	11	93.472995
UNC110155146	11	93.510451
UNC20157454	11	93.605824
UNC20160973	11	93.828444
UNC20161523	11	93.872176
UNC20164313	11	94.118582
UNC110503689	11	94.143019
UNC20164876	11	94.164686
JAX00318696	11	94.193488
UNC20167743	11	94.393172
UNC20168317	11	94.450054
UNC20171930	11	94.754222
UNC20173504	11	94.891121
UNC20175352	11	95.060094
UNC20176058	11	95.113178
UNC20176244	11	95.133723
backupUNC110372717	11	95.151146
UNC20177005	11	95.181889
JAX00318895	11	95.188777
JAX00318899	11	95.195689
UNC20178957	11	95.325683
UNC20179200	11	95.351819
backupUNC110375463	11	95.520344
UNC20181155	11	95.528127
JAX00318961	11	95.593787
UNC20182609	11	95.607558
JAX00318976	11	95.632983
UNC110549757	11	95.861493
UNC20188498	11	96.025584
JAX00319110	11	96.17147
UNC20190084	11	96.180933
UNC20191482	11	96.32574
UNC20191947	11	96.383908
UNC20194287	11	96.531366
UNC20195694	11	96.645823
JAX00030725	11	96.754128
JAX00030727	11	96.803615
UNC20198437	11	96.863127
UNC20203062	11	97.22485
UNC20203838	11	97.323589
UNC20204520	11	97.370372
UNC20205238	11	97.446979
JAX00319369	11	97.4915
UNC20206943	11	97.577927
UNC20207771	11	97.63552
UNC20208047	11	97.662865
UNC20209751	11	97.816268
UNC20211007	11	97.917232
UNC110389132	11	97.929323
UNC20222166	11	98.915692
UNC20222471	11	98.956394
JAX00030889	11	98.990976
UNC20224006	11	99.090672
UNC20228333	11	99.363937
UNC20229820	11	99.45038
UNC110161540	11	99.460792
UNC20230211	11	99.470902
JAX00319745	11	99.47769
UNC20231774	11	99.568302
UNC20232621	11	99.623845
JAX00030938	11	99.627168
UNC20232792	11	99.633242
UNC20233664	11	99.684333
UNC20235215	11	99.818971
UNC20235902	11	99.893192
UNC20237890	11	100.051654
JAX00319897	11	100.051946
UNC20238025	11	100.059392
UNC20238503	11	100.09715
UNC110162402	11	100.357896
JAX00030993	11	100.358631
UNC20243587	11	100.412031
UNC20243840	11	100.441606
UNC20244422	11	100.496605
